num,date,review,rating,like
1973,2020년 09월 01일,최악. 장바구니 담기만 되고 열리지 않는 롯데온!,1,2
1974,2020년 08월 31일,튕기기만 함,1,
1975,2020년 08월 31일,계속 돌기만 하고.. 답답해 죽겠고 일단 롯데는 통합부터 해야함 롯데만 3~4개 되어보임. 그리고 반품아닌 교환비도 청구하는 롯데..ㅋㅋㅋ,1,1
1976,2020년 08월 31일,별하나도 아까움! 이전에 롯데닷컴에선 잘만 검색되던것이 왜안나옴? 앱 바꾸고 매출 엄청 떨어지지 않았나여?,1,
1977,2020년 08월 31일,제일 사용하기 어려운 쇼핑몰 웹이니다. 왜 만들었을까요? ㅜㅜ,1,1
1978,2020년 08월 31일,전보다 느려져서 답답하고 기능들도 더 못해져서 불편합니다.,1,
1979,2020년 08월 30일,오류가 왜 이리 많이 나나요,1,1
1980,2020년 08월 30일,롯데 ON앱이후 롯데쇼핑몰 안합니다. 그전이 훨훨더 좋았는데.,1,1
1981,2020년 08월 30일,"정말 답답할 노릇이네요. 롯데를 자주 이용하는 사람입니다. 리뉴얼된 이후로 정말 화를 참고 참으며 사용하고 있습니다. 정말 이런 글 안쓰는데. 화가 너무 차올라 몇자 적습니다. 1. 요즘 자주 자동로그인이 풀림 2. 생체(지문)로그인 시도 시 얼럿만 노출되고 디바이스에 생체로그인 호출이 안됨 3. 장바구니 진입안됨 (타인 계정으로 할땐 정상 진입 가능하나 제 계정으로 하면 로딩만 되고 흰화면만 나와짐 / 혹시 몰라 타인 디바이스에 제 계정으로 해도 안됨) 4. 고객센터 응대가 전문적이지 않네요. 제가 오류에 대해 말하니 자기쪽에 오...
전체 리뷰",1,1
1982,2020년 08월 29일,그냥 쿠팡 사라,1,
1983,2020년 08월 29일,써보면 암,1,
1984,2020년 08월 29일,결제가 안됨,1,
1985,2020년 08월 29일,처음부터 고민하고 잘 만들지 도대체 몇 번을 업데이트 하는지...,1,
1986,2020년 08월 28일,쿠팡 반만 따라가라.. 이게 어플이야!? 그냥 사이트 링크야?!,1,
1987,2020년 08월 28일,정말 거지 같은 쇼핑몰입니다. 스마트픽은 맨날 처리 안되서 전화오고 반품은 보낸지가 언제인데 받은적이ㅡ없다고 하고 다른데 이용하세요,1,
1988,2020년 08월 28일,로그인 왜 안되냐구요!!!!,1,
1989,2020년 08월 28일,왜 이렇게 자주 업데이트하나요? 쇼핑몰앱이 왜 이렇게 자주 업데이트하는지 모르겠어요.,2,
1990,2020년 08월 28일,"스마트픽 설정 안 되고, 배송지점 선택하라고 하면서 지점선택창 안 나오고 그냥 배송 주소만 입력하라고 나오네요. 아침부터 머리아프네요-.-",1,
1991,2020년 08월 28일,😍,5,
1992,2020년 08월 27일,옛날 롯데닷컴이 더 낫다. 모조리 해외직구만 많다...,2,
1993,2020년 08월 26일,먼저 앱이 훨씬 더 잘되어 있음.,1,
1994,2020년 08월 26일,퇴보도 이런 퇴보가,1,1
1995,2020년 08월 26일,최악,1,
1996,2020년 08월 25일,미친거 아님 어플을 얼마나 개판으로 만들었음 확인조차 못하게 강제 업데이트를 시키네,1,
1997,2020년 08월 25일,최악중에 최악,1,
1998,2020년 08월 23일,다운그레이드,1,
1999,2020년 08월 22일,이건뭐최악입니다 이전롯닷이진짜편했는데,1,
2000,2020년 08월 22일,롯데온 덕에 부회장 잘림~,1,1
2001,2020년 08월 21일,넘 좋아요,5,
2002,2020년 08월 21일,기존사이트보다 더복잡해져 이용안하게됨,1,
2003,2020년 08월 21일,이게 무슨... 이용 잘 하던 걸 왜 이리 해놔서... pc에서 정기배송 통채로 날라가 버리고 문의했더니 본인들도 모른다 다시 주문하라 하고. 이젠 검색조차 뜨지않아서 문의했더니 앱설치 하라그래서 폰에 앱 설치했더니만 pc에서 되는 로그인이 폰에서는 일치하지 않는다 그러고. 당췌 앞으로 넘어가지 않으니 몇번을 반복하고 짜증이 나고 속이 상해 뭔 이런 경우가 다 있노...스트레스 안받으려 조용히 그냥 회원탈퇴하려니 또 왕짜증이게 만든다...이 노릇을.. 헛웃음만 나온다..대단하다 롯데....쫌!!!!,1,
2004,2020년 08월 21일,하루가 멀다하고 업뎃만 하네요. 장바구니 물품이 야간에 전부 품절로 바뀌는 현상은 고쳤나 모르겠음. 문의하니까 복붙 수준의 답만 해놓았든디,1,
2005,2020년 08월 20일,1:1 문의작성 한거 수정도 안되고 상담원과 채팅창 갑자기 사라져서 어딜찾아봐도 없고 새로 열었더니 이전 내역 어디갔는지 보이지도 않고 뭐이딴 앱이 다있는지. 날도 더워 죽겠는데 빡치게 하.. 물건을 샀더니 사은품 다빼먹고 상품페이지랑 다르게 고지도 없이 멋대로 보내질않나.. 다신 이용하고 싶지않음,1,
2006,2020년 08월 20일,롯데 닷컴 돌아가자,1,
2007,2020년 08월 20일,쓰레기앱 능력 없으면 기존에 하던대로 해.,1,
2008,2020년 08월 20일,ㅂㅃㅡ ᆞㅅㅇ시ㅣ guerrillas,5,
2009,2020년 08월 19일,괜찮음,4,
2010,2020년 08월 19일,굿입니다,5,
2011,2020년 08월 19일,이어플은 리뷰쓰는것도 없는게 있어요 상품은 광고와 완전 다르고 문의를 하면 동문서답.... 여기서 식탁 백만원넘게 주고 샀는데 사용할수록 열받는 제품.... 롯데라는 브랜드가 이렇게 엉망일줄은 몰랐습니다,1,
2012,2020년 08월 19일,바뀌면서 너무 불편해요 오류도 많고 취소하는데 한달 걸리는게 말이나 되나요,1,
2013,2020년 08월 19일,현관비번적어놓은게 다시 주문하려고 보니 사라져 있음 이런 사소한 거 하나 못챙기냐,1,
2014,2020년 08월 18일,good,5,
2015,2020년 08월 18일,예전에 롯데온 전에 쓰는게 너무편했는데 통합되고 나서 서치가 느리고 결제창에서 멈추고 최악의 앱 1위로 바뀐듯.,1,
2016,2020년 08월 17일,롯데닷컴 플래티넘 플러스회원으로 잘쓰고있었는데 롯데온은.. 잘 안들어와지게되네요 기존 롯데닷컴 혜택인..무배도아니고ㅠㅠ,1,
2017,2020년 08월 17일,정말 개판... UI UX 모두 엉망... 주문부터 결제까지 기획한 사람이 사용안해본 것 같네요....,1,
2018,2020년 08월 17일,이전 앱이 좋았는데 앱 불편해서 이용 횟수가 많이 줄었어요,1,
2019,2020년 08월 17일,굿,5,
2020,2020년 08월 17일,첨엔 읭? 했는데 점점 좋아져요! 이제는 배송도 좋아져서 쿠팡 삭제했읍니다,5,
2021,2020년 08월 17일,되는게 없고 버그덩어리임,1,
2022,2020년 08월 17일,옛날 롯데닷컴 이 좋았음,1,
2023,2020년 08월 16일,"버퍼링이 너무 심해요~ 1가지 주문에 4,5번씩은 클릭을 한듯해요. 인내심없이는 주문하기 힘들겠네요.또 사용하고 싶은 마음이 없네요",2,
2024,2020년 08월 16일,에러가 너무많이나고 결제실패가 계속나서 너무불편해요.게다가 다음화면 로딩시간이 길어요.,1,
2025,2020년 08월 16일,과거 롯데닷컴도 다른 앱에 비해 에러자주 발생하고 저절로 꺼지는등 불만이었지만 플레티넘이라 힘겹게 사용했는데 이번 롯데on 바뀐건 앱 한번도 사용한적 없는 안티세력이 만든거 분명 인내심의 한계를 매번 갱신하세요 최악최악 그 어떤 비교도 불가입니다,1,
2026,2020년 08월 16일,롯데닷컴에서 거의 쇼핑을 다했었는데 앱 바뀐다음에는 구입해지지 않네요~~이구..점점 좋아져도 모자랄 판에...이런 경우도 다 있네요..롯데가 왜 점점 맛이 가는건지...,1,1
2027,2020년 08월 16일,최악의 친일기업,1,1
2028,2020년 08월 16일,상품들이 싸지도 않고 롯데 다른 몰과도 호환이 잘 안됨. 통합 관리가 잘안되는 것 같음. 다소 허접함,2,1
2029,2020년 08월 16일,on으로 모아놓고 카드청구할인같은 건 없애는 센스,1,
2030,2020년 08월 15일,별 하나도 아깝다 거지 같은 앱. 개발자 반성해라,1,
2031,2020년 08월 15일,이전에 쓰던게 익숙하다보니 아직 좀 어려워요 찾기가 스타일 찾는것도 예전꺼가 더좋아요 별하나도 아까워요,1,1
2032,2020년 08월 15일,예전에 비해 진짜 불편하고 별로애요,1,
2033,2020년 08월 15일,예전의 롯데닷컴 돌려놔요 별한개도 아까울 정도로 허접해졌네요. 모든 기능이 불편하고 검색조차 제대로 되지 않는게 대다수인데다 하루사이 앱이 바뀐것도 황당한데 어떠한 사전 통보도없이 참나 할인도 터무니가 없는 할인... 백프로 롯데닷컴 찐이었는데 이젠 쿠팡 신세계 현대로 옮겼네요. 검색할때마다 화가나고 누가 이앱을 개발했는지 혈압제대로 올라갑니다. 저뿐만이아니라 곧 아무도 찾지않을꺼예요. 전체적으로 대대적인 수정 또는 재개발이 절실히 필요하다고봅니다. 이건 아니예요.,1,
2034,2020년 08월 15일,업데이트되고 검색할때 상품상세페이지보고 뒤로가기하면 자꾸첫페이지로넘어가서 너무너무불편함! 제가보던페이지로가야지왜 1페이지로가는지 상품볼때마다 이렇게 변해버림 너무짜증나요,1,1
2035,2020년 08월 15일,너무너무허접함,1,
2036,2020년 08월 14일,굿,5,
2037,2020년 08월 14일,좋아요 편리함,5,
2038,2020년 08월 14일,아정말ㅠㅠㅠㅠ 저 예전 롯데닷컴 vip인데 정말 롯데온 앱은 정말 ㅠㅠ 요즘은 롯데에서 쇼핑 안해요ㅠㅠ 얩도 삭제해야할듯ㅠㅠ,1,
2039,2020년 08월 14일,겁나 느림. 짜증.,1,
2040,2020년 08월 14일,플래티넘 혜택 없애려고 만든 쓰레기앱,1,
2041,2020년 08월 14일,앱이 엉망임,1,
2042,2020년 08월 14일,상품 검색 구분 구림 SSG 따라만 해도 이렇게는 안 만들듯,1,1
2043,2020년 08월 14일,한동안 안들어왔다가 들어오는데 롯데앱은 옛날에도 문제가 있더니만지금도 여전하네요. 다른 쇼핑앱은 여러 창을 보더라도 홈으로 돌아가 핸드폰 뒤로가기 버튼을 누르면 종료하시겠냐는 팝업창이 뜨고 종료 누르면 종료가 되는데 이 앱은 그동안 열었던 모든창이 그대로 뒤로 가기로 됩니다. 종료가 이렇게 안되는 앱은 처음이네요. 앱을 만들어 시연해보지도 않고 배포하는가 보네요. ㅠㅠ,1,
2044,2020년 08월 14일,이거 쓰다가 성질버리기 딱 좋음. 물건을 팔겠다는건지 아닌건지,1,
2045,2020년 08월 14일,롯데 주가가 내려가는 이유를 알게해주는 앱. 이전 앱이 100배는 좋았네요. 이 앱 개발자 질라주세요.,1,
2046,2020년 08월 14일,카드 결제시스템 불편함 한 1시간 시도하다가 계속오류나서 그냥 비싸게 다른 사이트에서 주문함 시간이 아까움,1,
2047,2020년 08월 14일,그좋은 롯데닷컴을 버리고ㅡ.ㅡ 롯데온 이거 기획사람제발 집에보내주세요 이런사람때문에 대한민국이 후퇴합니다 진짜쓰래기 앱이에요,1,
2048,2020년 08월 14일,결제 좀 되게해라 계속 오류나냐 사란거냐 말란거냐 짜증,1,
2049,2020년 08월 14일,겁나불편히고 버벅거리고 결제도 계속오류나면서 안됨.,1,
2050,2020년 08월 14일,예전이 더 좋은 것 같아요,3,
2051,2020년 08월 14일,초기보다 안정되고 가격메리트도 있음,5,1
2052,2020년 08월 14일,별한개도 아깝습니다. 십년넘게 사용하던 앱인데... 이젠 굿바이 합니다.,1,
2053,2020년 08월 14일,최악의 쇼핑앱,1,1
2054,2020년 08월 14일,기분나쁜 가격이 다름 찾기 어려움,1,
2055,2020년 08월 13일,"예전 앱과 비교했을때 현재의 앱에서는 결품된 상품의 개별취소가 안되고, 그래서 결국 고객센터로 전화하여 상담원에게 결품으로 인한 취소를 요청했더니 마찬가지로 결제수단으로의 개별취소가 안된다는 다소 황당한(?) 얘기를 전해들었음. 대신 포인트로 적립해준다는데 포인트 적립이 시간이 오래 걸린다고, 결품상품에 대한 취소금액만큼의 포인트 적립 부분은 열흘 후에 확인해보라는 더 황당한(?) 안내를 받았음.. 이*트 앱에 비해, 그리고 예전 앱에 비해 현저히 비효율적이고 사용자 편의성을 고려하지 않은 앱이라 생각됨.",1,
2056,2020년 08월 13일,"여태껏 로그인이 안되는 앱은 처음 봅니다. 5월부터 6월, 7월, 이젠 좀 되려나해서 8월인 지금 다시 깔아도 역시 안되네요. 또 삭제했습니다.",1,
2057,2015년 12월 31일,정말 안타깝네요 비밀번호 틀려서 본인 인증 후 신규로 비밀번호 설정해도 로그인이 안 됩니다. 3번이나 했는데.. 비밀번호 변경한게 업데이트가 안되나요? 이런 기본적인 시스템도 구축이 안되면서 어떻게 쿠팡을 잡을 수 있는지.. 회사 경영진은 신규 어플을 써보기는 하는건지 궁금하네요. 롯데 주주로써 기대하고 설치했는데 너무 안타깝습니다,1,
2058,2020년 08월 13일,롯데 실망 이마트 가야겟다,1,
2059,2020년 08월 13일,설치가 안되네요ㅡㅡ,1,
2060,2020년 08월 12일,결제안된다고 상담원통화하니 자기들도 모르겠다고 장바구니 다시넣고 주소도 다시등록하고 앱 다시 깔아보라 하네요. 앱다시까는데 롯데ON 롯데 ON두가지..; 설명상 차이도 불명확. 대기업이...,1,1
2061,2020년 08월 11일,제품질이 싸고좋아요,5,
2062,2020년 08월 10일,최악,1,2
2063,2020년 08월 09일,왜이리 복잡하게 만든거임.롯데마트 앱이 나았다. 앱 책임자 매일 쇼핑 좀 해보라고요.이딴 앱으로 쇼핑하기 쉬운지... 앱 만들기 어려우면 지마켓 따라하기라고 하라고요. 아오...주가 내려가서 짜증나는데 앱도 뭐 이런지.,1,2
2064,2020년 08월 08일,정말 어이가 없네요. 롯데온 설치하면 하나로 다 될것처럼 광고하더니 롯데홈쇼핑 어플은 따로 또 설치해야 어플로 주문시에 혜택이 적용되네요. 이럴거면 기존처럼 따로 이용하게 놔두지 왜 번거롭게 롯데온을 또 설치하라고하나요? 정말 화가나네요.,1,2
2065,2020년 08월 08일,"검색, 속도, 결제 모든 면이 최악.... 왜 개편했는지 모를 정도..",1,3
2066,2020년 08월 07일,또 조~ㅈ됐네 엡 먹통~ 역쉬 쪽발이 이제 골로 갈때가 되엇나 보다,1,2
2067,2020년 08월 06일,"너무 버벅 거려요. PC로는 결제도 안되서, 결제하다 답답해서 다른 사이트에서 구입했어요. 롯데온에서 구입했는데 자기마음대로 계속 결제 취소가 되요.나중에 알아보니 물건이 품절되었대요. 롯데닷컴때가 훨씬 좋아요. 롯데온은 다~자기 마음대로고요 기준도 없어요",1,49
2068,2020년 08월 04일,앱을 빨리 수정해야할듯... 상품 주문하고싶어도 장바구니에 담을수 없다하고 바로 구매하기 누르면 구매할수 없다하고 앱 지우고 다시 깔고 장바구니에 겨우 담아서 다른상품도 담으려하니 또 담을수 없다나 뭐래나. 씨름하다 깔고 지우고 다시깔고 결재를 하려해도 계속 오류 그래서 또 앱지우고 다시 깔고 3시간을 씨름하다 겨우 주문... 중간에 포기하려다 오기로 주문완료. 롯데 장사하려면 앱 빨리 손봐야할듯... 생각해보니 몇달전에도 주문하려다 앱 너무 느려서 쇼핑검색하다 중도 포기한듯,1,3
2069,2020년 08월 04일,로그온이 안되네요. 결국 삭제했습니다. (노트3 사용중),1,1
2070,2020년 08월 04일,제대로좀 만들세요,1,1
2071,2020년 08월 04일,좋다,5,1
2072,2020년 08월 03일,롯데 앱들은 결제부분이 하나같이 나사가 빠졌다. 매번 결제마다 카드를 삭제하고 다시 등록해서 써야한다. 결제부분은 옆동네 쓱 담당자한테 배워오던가 해라. 나처럼 피해보는 사람이 없길바라며 이글을 남긴다.,1,2
2073,2020년 08월 03일,다른 카드로 결제 불가함.,1,
2074,2020년 08월 02일,쓰레기앱. 예전이 훨씬 나음. 너무 느리고 무료배송쿠폰 자동적용하면 결제가 안됨,1,2
2075,2020년 08월 01일,롯데닷컴일때는 여기서만 샀는데 롯데온 으로 바뀌고 나서는 뭐사기가 힘들고 혜택도 많이 없어진거 같아서 잘 안사게되네요ㅠ,1,1
2076,2020년 07월 31일,앱때문에 이마트로 갑니다 이젠 굿바이,1,1
2077,2020년 07월 31일,검색하고 조회 누르면 상품이 아무것도 안보여요. 틀은 있는데 하얗게 보입니다. 몇 달전 일인데 아직도 개선이 안되었네요. 두 어번 앱 다시 깔면서 시도해봤는데 계속 안되고...이제 그만하렵니다,1,1
2078,2020년 07월 31일,0점이 없어서 1점 줍니다,1,3
2079,2020년 07월 30일,진심 롯데닷컴때가 훨씬 나아요. 너무 느리고 상품찾기 너무 어려워요.,1,1
2080,2020년 07월 30일,"이거 만든 사람 짤라라,,,, 이런 허접쒸레기 만들어 놓코 꼬박꼬박 월급루팡짓 여직 하고 있다면 분명 낙하산이다 이런거 1인 쇼핑몰에서두 안 쓴다 물건을 팔려는 의지가 한개두 안보인다",1,3
2081,2020년 07월 30일,"UI 너무 안좋음. 일단 웹 너무 무겁고 서칭스피드 느리고.특히 검색어 넣으면 키보드에 검색 심볼 눌러도 아예 검색시행 안되거나 계속 버벅거려서 검색어 한번 치면 안먹힘. 아직도 개선안됨. 비슷한 유형상품 보여주기도 롯데담컴때보다 갯수 훨씬 떨어짐. 상품 겨우 검색성공해도 보여지는 상품갯수 너무 적고 속도 너무 느림.수년동안 최고등급이었는데 제 등급은 다 날라감.과거 구매내역찾는것도 별도 창으로 넘어가야하는데 속도 너무 느림.정말 쓰기싫은 앱. 롯데포인트다쓰고 한국가면 이거 다시는 쓰기 싫음.쇼핑 할 맛 전혀 안남.검색어라도 제대로...
전체 리뷰",1,50
2082,2020년 07월 28일,휴대폰 인증도 안 되고 상품 상세보기 누르면 기존채팅 어디갔는지도 안 보임 다시 상담하기 누르면 기존 채팅 가라는데 종료도 할 수 없음 // 대학교 신입생이 만들어도 이것보단 잘 만들겠다 앱 개발자 페이 얼마 받음?,1,1
2083,2020년 07월 28일,평점봐라 ㅋㅋㅋ 개발비돈 어마어마하게 쳐발랐더니 외주업체만 돈벌었구만?ㅋㅋㅋ,1,2
2084,2020년 07월 28일,승질 베리겠어요. 들어가기 꺼려진다능,1,2
2085,2020년 07월 27일,롯테 마트 앱설치하기가 너무 어녀워 해택을 받지모하고 있쓰니다,5,
2086,2020년 07월 27일,무슨 어플에 오류가 이렇게도 많은지 개발업체 바꿔야 되는거 아니예요? 참고 쓰는것도 한계가 있지 구석구석 오류가 넘많아 넘불편해요,1,2
2087,2020년 07월 26일,아니 뭔 회원가입하는걸 그따구로 만들어요? 비밀번호를 입력하면 뭐라뭐라 ×랄 을하는데 도대체 어쩌라는건지 제발 회원가입 하는거좀 쉽게 만들어요 제발,1,1
2088,2020년 07월 25일,앱 사용이 더 불편해졌어요ㅠ,1,1
2089,2020년 07월 25일,8 ★ c 7이번주.집들이ㅡ아시쥬?? 차량번호 알랴 쥬시면 방문 차량 등록 해둘게여.. 저희동이 주차장이 지하2층만 있는 동이라서..방문차량 등록해두면 바로 입주민 주차장입구(지하2층)로 들어 올수 있어요... 방문차량 입구로 들어오시면 한비퀴 돌아서 지하2층으로 다시 내려오셔야 하는 불편함이(?)이 있으니....ㅋㅋ 미리.알랴주세용ㅌ,2,
2090,2020년 07월 25일,짱이야...,5,1
2091,2020년 07월 24일,매번 앱으로 보면 사진 몇장 보다보면 사용중지뜨면서 '다시실행' '의견보내기' 만 나오나요. 개선이 안되네요.개선이... 가격구간 필터도 있으나 마나...전혀 구실을 못해요. 일단 보다가 멈추고 다시실행은 수도없이 반복입니다.,1,69
2092,2020년 07월 24일,결함 진짜 심해요.. 배송조회 리스트 페이지에서 아래로 살짝 내리니 위아래로 끊임없이 덜덜거리는 현상 있는데 글로 쓰니 전달이 안되네요 실제로 보면 환장이에요,5,15
2093,2020년 07월 24일,"30분동안 비번 찾다가 마사지건 못 사고 짜증나네요.비번 찾기해도 안되고 먼 놈에 앱을 맨날 깔아야하는지 롯데온, 롯데홈쇼핑,롯데면세점, 롯데엘포인트...롯데 앱만 몇개인지 짜증나서 글 남김. 개뿔 무슨 아이디 통합이라도 하는지 앱이나 제대로 만드세요... 플래ㅅ폼을 제대로 만들든지.",1,106
2094,2020년 07월 23일,느리고 불편하고 롯데닷 컴등급도 없어지고 왜 사용해야 하는지 모르겠네요,1,2
2095,2020년 07월 22일,이거 까는사람99%가 포인트벌려고하는거ㅋㅋ,1,1
2096,2020년 07월 22일,아직도 버벅대는 앱은 돌려놓기에도 이미 늦어버린듯ㅠㅠ 타사 쇼핑 이용했더니 조금있음 최고등급업그레이드 된다고함 나처럼 플러티늄 10년넘게 유지하다 옮겨간 고객들 많을듯 생각이란게 있음 생각을 해봐요 내돈 내고 내가 결제하는데 쇼핑할때마다 커져버리는 앱을 스트레스받아가면서 누가쓰냐구요??? 글구 롯데에서 쿠폰사용하라고 문자오는데 장난해요3프로..저기요 플러티늄플러스 였다구요.등급이 그럼 그때 몇프로 였는지 최소알아보기나하던지 ㅉ.,1,32
2097,2020년 07월 20일,지문로그인하라고 계속렉걸리는데 왜이래요?..임직원들은 이 앱 안쓰시나봐요..?몇일째이러는거보니..ㅠㅠ,1,2
2098,2020년 07월 20일,이제 사용 불가한 앱!! 얼마전까지 주문했는데 아예 작동도 안됨. 쿠폰 적용할때 마다 일일이 로그인해야 함 .롯데마트 가입자데 가입하라고 계속 뜸. 이제 포기한다.며칠째 헛고생했네,1,8
2099,2020년 07월 20일,사용하기 편해용~^^,5,1
2100,2020년 07월 19일,앱설치 중 이라고만 진행되고 설치안됩니다 주문내역 영수증 출력해야하는데 일주일째 안되고있네요 인내심 한계입니다,1,1
2101,2020년 07월 17일,모든것,5,1
2102,2020년 07월 11일,초기엔 버그가 많고 어려웠지만 많이 개선 된듯 하네요 특히 마트같은 경우 원하는 시간대 배송서비스 좋은 것 같습니다,5,8
2103,2020년 07월 11일,굿,5,1
2104,2020년 07월 10일,로그인해서 상품찾고 구매할려고하면 로그인하라고 하면서 에러가납니다 지금 두시간째 도전하고 있네요 물건을 사라는건지 말라는건지...오너스 1년 정기가입하고 난뒤 그러니 오해의 소지가 있네요,1,8
2105,2020년 07월 09일,좋네요,5,1
2106,2020년 07월 07일,괸찬은거 같아요,5,1
2107,2020년 07월 07일,생각보다 괜찮아요.,4,1
2108,2020년 07월 07일,상세페이지가 안나와요,1,1
2109,2020년 07월 07일,업데이트되고 로그인조차 안되서 롯데오너스 정기결제만 되던거 환불하려고 전화했더니 7일 지났다고 안된다고 하고 5월꺼야 그렇다 쳐도 6월꺼는 환불하려고 몇 일동안 로그인해도 안되서 고객센터 전화 했더니 6/24일 결제된건도 7일 넘었다고 정책상 안된다고 그럼 포인트로 주던가 이것도 안되고 장난하는것도 아니고 댓글보니 나만 앱 안되는것도 아니고 문제 많은것들 2900원같고 장난하냐,1,27
2110,2020년 07월 06일,전보단 많이 나아졌군.. 혜택 좀 더 해주세요..,5,1
2111,2020년 07월 06일,점점 개선되니 쓸만한데,4,1
2112,2020년 07월 06일,상품을 장바구니에 넣으려 해도 바로 구매하려해도ㅠ 아무것도 안되고 사람 천불나게 만들어요.,1,4
2113,2020년 07월 05일,처음엔 검색도 잘 안되고 느린데다 휴대폰결제도 안되서 욕했는데 지금은 개선이되서 좋음,5,20
2114,2020년 07월 05일,별 한개가 아까움. 느려터짐. PC에서는 한번 클릭하면 하얀 화면만 보임. 한국사람이 만든 앱 맞는지 의심스러움.,1,10
2115,2020년 07월 05일,사람들 최악위 통합업데이트에 쪽빠지니까 이제와서 부랴부랴 다시 등급제 한다고 메일보내고 도대체 한국사람들을 뭘로보는건지.. 웃기지도않네요 ㅋㅋㅋㅋㅋ 역시 로읏데!,1,3
2116,2020년 07월 05일,로그인 화면에서 무한로딩 걸리고 로그인이 불가능...로그인도 불가능한 앱을 왜 만들었는지....이런 쓰레기를 만들어 놓고 쓰라고 내놓은 인간들은 대가리를 장식으로 달고 다니나?,1,11
2117,2020년 07월 04일,", 므, 으,읗ㄷㄷ,그리고,ㅇ, ㅁ7 bc8cxbcuhc No.vcx .v x7 c7cvbb bbbbvvvvvb vm vbv 믕 vv.76n iv b im,,,ㅇㅈㅇ, 읒, 으,ㄷㅇ",3,1
2118,2020년 07월 04일,"출시 초기에 문제가 많았지만 지금은 검색도 잘되고 속도도 빨라지고 많이 개선된 모습이네요. 롯데닷컴 등급을 날려버린건 아직도 좀 아쉽지만 롯데멤버스 혜택이 괜찮은것 같아 그럭저럭 받아들이려고 합니다. 몰 간 이동이 쉽게 가능한 점과 엘포인트를 모든 몰에서 쓸 수 있는 점은 확실히 롯데온의 장점인 것 같습니다. 그런데 개인적으로 하이마트와 롯데홈쇼핑 이용비중이 높아 롯데온 등급 산정 시 두 곳도 포함이 됐으면 좋겠습니다. 애초에 나눠져 있던 몰들을 하나로 통합하는게 롯데온 취지이기도 하니까요. 전반적으로 잘 구성된 느낌이며 부족한 부...
전체 리뷰",4,95
2119,2020년 07월 04일,제발 옛날 롯데닷컴으로 돌아가면 안되는건가요? 신세계나 현대에는 있는 제품이 왜 여긴 없는건지도 모르겠고 당최 무얼하나 구매를 할려고해도 할 수가 없네요 ‥ 사용자의 편리함이 우선이어야하는데 이건 겉보기만 화려한 ‥ ㅡㅡ 이젠 롯데를 떠나야하나 봅니다,1,19
2120,2020년 07월 04일,업데이트안되고 무한대기중.. 최악어플~~ 제거하고 다시까는데 설치도 안됨.. 쓰레기어플,1,3
2121,2020년 07월 04일,"수시로 업데이트. 지친다... 그냥 안 쓸래요. 애정했던 롯데닷컴,롭스몰 안녕 👋",1,3
2122,2020년 07월 04일,조금만 보완하면 쿠팡보다 편리하겠네요,5,1
2123,2020년 07월 02일,최악,1,3
2124,2020년 07월 02일,별하나도 아까운 오류최악,1,2
2125,2020년 07월 02일,진짜 썩음,1,3
2126,2020년 07월 01일,최악,1,2
2127,2020년 07월 01일,예전에 엘롯데 였을때는 많이 주문했는데 바뀌고나서는 거의 안함 엄청 불편함 엄청느림,1,2
2128,2020년 07월 01일,옛날 롯데닷컴이 훨 좋음 바뀌고 살 수가 없음ㅜㅜ,1,1
2129,2020년 06월 30일,별한개도 아까움. 왜케 느리고 오류 심한가요? 롯데온 한번 들어갔다 나오면 휴대폰 뜨끈뜨끈 배터리 팍 잡아먹네요. 개선이 필요한듯,1,7
2130,2020년 06월 29일,"정말 롯데 마트앱, 롯데온 앱 둘다 구제 불능 이네요.. 업데이트 하래서 했더니 이젠 로그인도 안되고 다음 페이지로 넘어가지도 않고 무한 로딩중~~ 일부러 소비자들 내쫒는 건가요~~?ㅋㅋㅋ 역시 실력이 모자란듯~~ㅉㅉ",1,23
2131,2020년 06월 29일,"너무자주 업데이트하라고 뜨는듯,,,,귀찮,,,",1,
2132,2020년 06월 29일,하이마트몰 들어가면 상품 좀 볼려면 자꾸 새로고침을 하네요. 무슨 어플이 이 따위로 만든거임.,1,1
2133,2020년 06월 29일,별한개도 아깝다,1,
2134,2020년 06월 28일,사이트 오류는 기본이고 들어갈때 마다 업데이트하라고 하고 주문은 배송당일 취소되고 이렇다 저렇다 설명도 없고 정말 이렇게 불편하게 만들기도 힘들듯하네요.,1,5
2135,2020년 06월 28일,진심 별 한개도 아까움.하나로 통합 말만 뻔지르르하지 느려터지고 연회비 아까워 죽겠네요.,1,
2136,2020년 06월 28일,업데이트는 엄청 자주하는데 기능은 최악,1,
2137,2020년 06월 27일,광고가 너무이 온다,2,
2138,2020년 06월 27일,굳이어픈ㆍ왜통합한건지 맨날업데이트해야대고 구려졋어요,1,
2139,2020년 06월 27일,총아요,3,1
2140,2020년 06월 27일,롯데닷컴일때가 훨씬 나음 아무 통보없이 바꾸고 지금은다른 사이트를 더 많이이용함,1,1
2141,2020년 06월 27일,진짜 별로임,1,
2142,2020년 06월 26일,최고,5,1
2143,2020년 06월 26일,업데이트 좀 작작해라 무슨 구멍가게.앱 업데이크하나 자체.테스트도 안하고 하나수정하고 내고 하나수정하고내고 앱 업데이트하다가 속터져서 삭제합니다,1,3
2144,2020년 06월 26일,롯데닷컴 등급 쿠폰도 없고...앱도 불편해요.,1,1
