,num,date,review,rating,like
0,348,2020년 2월 28일,아니 뭔 로그인 화면도 못넘어가는 앱이 있나. 1. 앱 껐다 켰다 여러번 반복 2. 폰 전원 자체를 끄고 다시 리부트 2번 해봤음. 3. 앱을 지웠다가 다시 설치 결론 : 다 안먹힘. 이게 앱임? 쇼핑을 하라는건가 말라는건가. SSG에서 사실분은 그냥 앱깔지 말고 브라우저에서 시도하세요. 답이 없습니다. 리플 뒤져보니 몇달전부터 이모양이였네요.,1,7
0,349,2020년 2월 28일,뭐만 업글했다면 멀쩡히 쓰던것도 못쓰게 만들어요. 어플 오류에 대해서 사진과 같이 피드백을 하려고 해도 쉽지도 않고 아주 쓰레기 같습니다,1,64
0,350,2020년 2월 28일,"판매물건이 이상하여 판매회사 대응방침에 굉장히 난처하고 당황스러웠으나 고객상담실 직원분께서 본인 일처럼 너무 친절히 그리고 꼼꼼히 손님편에서 대응해주시고 ssg회사에서도 제식구마냥 든든하게 책임져주고 물심양면으로 도와주셔서 너무너무 감사했습니다~ 직원분도 ssg회사도 너무너무 감사했습니다~ 좋은 회사라 그런지 직원분들도 너무 좋으셨구요~ 왠만한 물건은 이제 믿을수있는 ssg에서 구매하려구요!!! 직원분들도 ssg회사도 복많이 받으시고 더욱더 번창하시길 바라겠습니다. 화이팅!!! 기대안하고 있었는데 너무 뜻밖이라 어벙벙해서 직원분 성...
전체 리뷰",5,11
0,351,2020년 2월 27일,완전 좋습니다 ^^ 두말 할 필요가 없어요,5,1
0,352,2020년 2월 26일,통합회원 가입하다가 저혈압 치료했습니다. 본인인증까지 다 마치고나면 인증페이지 어쩌고 불러올수 없습니다.. 네...gs 프레시 쓰겠습니다 그냥 ㅜㅜ,1,7
0,353,2020년 2월 26일,"쓱은 무슨..ㅋㅋ 익일배송이라 해놓고 금요일에 주문한거 주말엔 배송 쉰다고 하더라도 월요일 오후4시 넘었으면 택배사에서 출발이라도 해야지 오전 11시부터 오후5시까지 택배사로 이동중이라는게 말이되나요? 요즘 교통편리한 한국에서 6시간동안 택배사로 이동중이라는게 말이안되고, 좀 이상해서 고객센터에 전화했더니 직원이 짜증나는말투로 세게말해서 기분상했고 얘기하고싶지 않아 알겠다고 하고 끊었습니다. 제가 직원인줄알았어요^^ 난장판이네요ㅋㅋㅋ 선물받은 상품권쓴다고 빨리구매하려고 이용했더니 더 느리네요.. 배송받고는 절대로 재설치 안할예정이에...
전체 리뷰",1,3
0,354,2020년 2월 26일,상품권 10만원 넣어놨는데 결제 5번째 오류에요.. 이렇게 답답한 앱 처음임..,1,4
0,355,2020년 2월 26일,Good,5,
0,356,2020년 2월 25일,주문상품은 번번히 하루지나면 품절이라는 이유로 죄송하다는 말한마디뿐...ㅉㅉ,3,
0,357,2020년 2월 25일,"진짜 이마트몰에서 과일 살때마다 판매용으로 인정되지않아서 트럭에서 싸게파는 과일다운 것들만 상품이라고 2ㅡ3번 보내고, 야채나 무같은것도 어디서 굴러다니던것 같은것만 보내길래 인터넷으로 주문한다고 매장에서 못파는 상품 보내주는건가??? 싶은 생각이 들 정도로.. 열받아서 마켓컬리 애용하다가(마켓컬리 생긴후 최초로 이마트 매출에 타격이 갔다죠???) 명절에 소소한 재료들구매도 필요하고 해서 다시 이마트 와서 올만에 경쟁업체도 많이 생겼으니 잘 해서 보내주겠지??? 생각하고 와서 명절연휴 전날 시간맞춰서 주문 다 했더니 메인 요리마다 ...
전체 리뷰",1,5
0,358,2020년 2월 23일,쓸때마다 세션이 만료 됬다는건 뭐지??? 앱을 항상 지우고 깔아야됨???? 앱을 발로 만들어도 이것보단 나을듯,1,24
0,359,2020년 2월 18일,물건이 아주 좋아요,5,
0,360,2020년 2월 15일,대기업인데 상담 등 시스템이 최악이네요. 설선물 보냈다가 망신만 톡톡히 당했습니다. 다신 이용하고 싶지 않습니다.,1,1
0,361,2020년 2월 13일,신세계 통합한다는 취지는 좋은데 ui나 ux가 너무 직관적이지않고 손이 많이갑니다. 요새 이런 화면구성 찾기힘든데...뭔가 혜택을 찾을래도 가시성이 떨어지니 앱에 들어가 있을 생각도 안드네요(앱 랜딩 시간도 길고 이미지도 썩 눈을 잡지않아 체감상 시간이 길어보입니다),2,72
0,362,2020년 2월 11일,미성년자는 안된다고 하네요..캐시워크에서 쿠폰을 얻어서 이 앱을 깐 후에 쿠폰을 받으려고 제 전화번호로 회원가입을 한 후에 쿠폰번호를 찍었어요.그런데 미성년자는 회원가입을 할 수가 없다고 하네요.그래서 엄마폰번호로 회원가입을 해서 쿠폰번호를 찍어서 사용을 하려는데 쿠폰을 쓸 수가 없다네요.미성년자가 회원가입을 하는게 죄인가요?,1,2
0,363,2020년 2월 10일,느려 답답해 짜증나 지운다,1,1
0,364,2020년 2월 9일,"앱 절대 깔지마세요. 앱 광고 수신동의 해서 주는 쿠폰 ""일부 상품 미적용""입니다. 대부분 안될듯",1,53
0,365,2020년 2월 9일,쓸만해요 끝,5,1
0,366,2020년 2월 8일,여기도 하나의 백화점인데 고객센터가 서비스가 엉망이네요. 반품제품 수거지를 회사로 오라고 하고 배송지를 집으로 해달라고 했는데 반품회수한다고 집으로 갔네요. 구구절절 다털어 놓을려고 하니 손아프네요. 신경많이 쓰셔야 겠습니다.,1,2
0,367,2020년 2월 6일,업데이트좀제발그만,1,
0,368,2020년 2월 5일,배송아저씨들도 친절하시구 상품컬리티도 조아요 ㅇ,5,5
0,369,2020년 2월 4일,ㅔㅛ낌원,5,
0,370,2020년 2월 3일,진짜 더럽...관리 하나도 안하고 문의도 안받음..,1,4
0,371,2020년 2월 2일,장바구니좀 편안하게 들어가자ㅡㅡ,2,1
0,372,2020년 1월 31일,gGisy리애화,5,1
0,373,2020년 1월 30일,넘 편하고 좋아요,5,3
0,374,2020년 1월 28일,굿,5,
0,375,2020년 1월 27일,상품권 전환하려는데 전환하기 누르면 아무 화면이 안뜨네요,3,8
0,376,2020년 1월 25일,장바구니 상품 중에 품절 상품 한번에 삭제하는게 전에 있었는데 지금은 없네요 일일이 지우기 귀찮으니까 원래대로 다시 추가하세요,2,17
0,377,2020년 1월 21일,장바구니 들어가는데 14번만에 들어가고 결제는 당연히 안넘어가고.. 아침부터 시간날때마다 클릭하는데. 업데이트 확인했고 웹뷰 확인했고. 근데 작업에 실패했습니다 계속 뜸. 물론 장바구니 들어가는거 조차 힘듬..,1,37
0,378,2020년 1월 21일,편리합니다,4,
0,379,2020년 1월 16일,매우 좋습니다.,5,
0,380,2020년 1월 14일,신세계 이마트 트레이더스 등 모든 쇼핑을 쉽고 빠르고 다양하게 선택할수 있다는 점에서 편리한앱,5,49
0,381,2020년 1월 14일,좋아요,5,
0,382,2020년 1월 14일,상품권 전환이 안됨 화면이 안넘어감 빨리 고쳐주셈,1,8
0,383,2020년 1월 13일,배송 정확하고 상품 하자없이 포장 깔끔하고 편해서 좋아요,5,4
0,384,2020년 1월 12일,로그인이 왜 안되는거야,1,2
0,385,2020년 1월 12일,아진짜... 돌아버리겠네요.. 무슨 로그인 개미지옥입니까?? 인증번호 지금 몇번짼지.. 비번 찾기도 어렵고 분명 통합로근인하라해서 뭔가 가입한것같은데 나중보면 비번 틀렸다하고 ... 아 .. 짜증나서.. 딴앱에서 시켜야겠네요 ..,1,37
0,386,2020년 1월 12일,네트워크 불안정하다고 재시도 계속 눌러도 계속 불안정뜨네요 닫기 누르고 조회 검색 다되는데 로그인하려면 또 불안정하다고 안됨,1,18
0,387,2020년 1월 11일,굿입니다,5,
0,388,2020년 1월 10일,가격좋고 배송도 빠르고 ~~,4,1
0,389,2020년 1월 9일,뭔세션만료됐다고 포인트도못쓰고 고객센터에서도 왜이런지 이유도 모르고 카드등록하고 결제하려해도 오류나고 ㅋㅋㅋ장난하나,1,51
0,390,2020년 1월 9일,"1. 대화창이 많다 ㅡ 타 사이트보다 손가락을 더 많이 놀려야 된다. (예: 종료하시겠습니까?) 2. 앱이 어무 무겁다 ㅡ 페이지를 이동하려면 시간이 많이 걸린다. ※ 좀더 가볍게, 간단하게, 못 만드냐? 수영선수가 양복입고 풀에 뛰어드는 듯하구나...",1,68
0,391,2020년 1월 9일,업데이트 짜증,1,3
0,392,2020년 1월 7일,Gm ෆ╹b .̮ ╹ෆෆ╹ .̮ ╹ෆෆ╹ .̮ ╹ෆ꒰⑅ᵕ༚ᵕ꒱˖♡ෆ╹ .̮ ╹ෆෆ╹ .̮ ╹ෆ .ෆ╹ .̮ ╹ෆ,1,
0,393,2020년 1월 7일,네트워크 오류 장난하나 ㅋㅋㅋ lte 랑 와이파이 둘다잡아도 네트워크 오류떴다하네 재시도 해도 답이안나옴,1,9
0,394,2020년 1월 7일,요안에 모든게 있어요. 생활이 편리해지는 느낌...,5,2
0,395,2020년 1월 7일,결제 할인 배송 모든것이 편리하네요,5,9
0,396,2020년 1월 6일,업데이트후 장바구니상품보기가 너무힘더네요ㅠ 편리하라고 했겠지만 오히려 더 불편해젰네요,3,9
0,397,2020년 1월 3일,쓸일없을거같아서 탈퇴했다가 다시가입하려니 탈퇴처리를 한것도아니고 안한것도아니고 뭐어쩌자는건지모르겠네요 ㅋㅋ,1,1
0,398,2020년 1월 1일,설치하는데 이렇게 오래걸린 어플은 처음입니다,1,4
0,399,2019년 12월 31일,앱 욕 하고 싶진 않다 이글 질문자 욕 하고 싶다 한국어 영어어 모르고 질문하는 구글 욕 하고 싶다,1,
0,400,2019년 12월 29일,농협카드 할인이 자주 있어서 좋네요~,5,7
0,401,2019년 12월 29일,very nice!,5,1
0,402,2019년 12월 27일,로그인 계속 오류남 ㅡㅡ,1,3
0,403,2019년 12월 26일,최고입니다,5,
0,404,2019년 12월 25일,그웃,5,
0,405,2019년 12월 24일,왜 검색이 안되나요? 가끔 상품검색이 전혀 안될때가 있어요 지금도 그러네요 개선해주세요,1,26
0,406,2019년 12월 23일,가끔 미친가격에 판매한다.,5,5
0,407,2019년 12월 23일,편리하게잘되어있습니다,5,3
0,408,2019년 12월 22일,제시간에 안올거면 시간선택 왜만들어놨죠? 분명 6시이후에 배달해달라고 했는데 5시에 왔네요.그동안 제 물건들은 밖에 방치되어 있었구요ㅎ 없어지면 여기서 책임질껀가봐요?,1,1
0,409,2019년 12월 20일,좋아요,5,
0,410,2019년 12월 19일,할만해요,3,
0,411,2019년 12월 19일,굿,4,
0,412,2019년 12월 19일,"무척 재미없네,,,,,",5,
0,413,2019년 12월 18일,쇼핑이 정말 편리해요,5,7
0,414,2019년 12월 18일,문의도 빨리 빨리 해주시고 물품도 이것저것 많아서 좋네요 ~ 가끔 로딩이 느려서 조금 답답하긴 하지만 그래도 괜찮습니다 ㅎㅎ,5,86
0,415,2019년 12월 17일,좋으요,5,
0,416,2019년 12월 15일,회원가입만5번했는데 로그인이 안되요 그냥 웹사이트에서는 되는데 이거 버그아니야?,1,11
0,417,2019년 12월 13일,Ok,4,
0,418,2019년 12월 12일,최악임. 결제방법이 진심 분노조절장애ㅋㅋㅋㅋㅋㅋㅋ 서비스 진짜 뭣같다 카카페 이벤트에 속았음요;;;;; 캐시 받으려고 뭔 짓이냐 진짜,1,1
0,419,2019년 12월 12일,결제를 세번은 했나보네요 비밀번호 치고나니까 어플 시작화면으로 가면서 결제가 되지 않았네요 덕분에 구매하려고 했던 제품 지나갔고 돈 아꼈습니다 감사합니다,1,27
0,420,2019년 12월 12일,앱알림확인했는데 자꾸 아이콘숫자가 안사라짐,1,2
0,421,2019년 12월 10일,회원가입 sns 시간 초가 라고 해서 다시해도 안되네 회원가입이 어려워서 사용안합니다,1,1
0,422,2019년 12월 9일,앱 이용하면서 이렇게 운영을 뭐같이 하는 쇼핑물은 처음이네요 구멍가게도 아니고 매번 물품 구매 결재 후 몇일 지나면 반품되었다고 문자만 오고 한두번도 아니고 고객센터 전화하면 연락 안되고 그래도 신세계 이미지가 있는데 사이트에 있는 제품들 관리는 하고 있는지 의문 입니다 최악이네요 운영이 안되면 접던지 사이트 관리 톡바로 하세요,1,145
0,423,2019년 12월 9일,처음으로 댓글 남길정도로 최악이네요. 말만 통합이지 배송비가 다 제각각 있어서 보기도 힘들고 합쳐놓은 이유를 모르겠네요.. 사용하다보면 욕이 절로나오는 최악의 서비스네요!!,1,23
0,424,2019년 12월 3일,로그인이 안됨,1,2
0,425,2019년 12월 2일,오늘 앱이 강제초기화 되어서 다시 인증했더니 기존 카드도 다시 등록하라고 해서 다시 등록하는데 카드가 안보임 아침부터 지금오후 3시까지 계속 이상태임,1,6
0,426,2019년 12월 1일,물품 품질 및 가격이 괜찮네요..인터페이스는 개선 필요,5,7
0,427,2019년 11월 30일,제가 어묵이랑 떡을 주문 했는데 유통기한이 11윌5일이더라구요. 유통기한이 너무 짧아요. 이런점에서 정말 실망했어요. 다음부터는 유통기한이 여유가 있으면 좋겠습니다.,2,3
0,428,2019년 11월 29일,다운오래걸려요,1,
0,429,2019년 11월 29일,결제 진행이 안됩니다 결제하기 누르면 500 ERROR라고 뜨고 결제가 안되네요...앱도 몇번 껐다 키고 했는데도 안돼요,1,9
0,430,2019년 11월 17일,사용 해 보니 포장지도 적당했고 제품도 좋아요,1,6
0,431,2019년 11월 16일,적립도안되는 꽝!,1,1
0,432,2019년 11월 14일,별로임,2,1
0,433,2019년 11월 13일,필터에서 브랜드 선택해서 검색하려고 브랜드 선택하면 강제종료 되버리던데 왜 이건 보완하지 않고 업데이트 하신건지... 검색 좀 하려고 브랜드 고르기만하면 꺼져버려서 짜증남... 이 현상 좀 보완해주시면 좋겠어요...,1,78
0,434,2019년 11월 13일,휴대폰결제로 구매가능한 상품이 가득 있었습니다. 신기한 외제과자와 아이스크림도 맛있고 고기 포장을 잘해 배송해조서 좋은데 그런 상점물품서비스를 연결시켜주는 좋은 프로그램,4,8
0,435,2019년 11월 12일,이마트는 관련된 앱이 왜이렇게 많아요. 복잡,2,5
0,436,2019년 11월 11일,에공왜이렀게안열려요 못하겠다,1,
0,437,2019년 11월 6일,사용을 하라고 만든건가요? 중간에 기능이 멈추면 어떻게 해야 하나요??,1,3
0,438,2019년 11월 3일,업데이트가 안돼,1,
0,439,2019년 11월 2일,로딩이 너무 오래 걸려 주문을 할 수가 없습니다,1,5
0,440,2019년 11월 1일,좋아요,3,
0,441,2019년 11월 1일,안드로이드 옵션 입력창이 안 되요. 좀 고칩시다.,4,5
0,442,2019년 11월 1일,실행하면 계속 팅김.,1,
0,443,2019년 10월 30일,결제 프로세스가 개판 이네요 ssg pay 결제가 안넘어가요 ... 어떻게 테스트 한거죠??? 경쟁사 개발자 채용햇나봐요... 악명높던 경쟁사 앱 같네요 ... 빨리 개선 바랍니다.,1,9
0,444,2019년 10월 28일,비밀번호 재설정 했구만 자꾸 틀렸대 두번이나 재설정했구만 즉시반영이안되나????? 짱나서 삭제함,1,9
0,445,2019년 10월 26일,"?,,? 아 잠깐 올라갔다고 올라가 세미나 물 줄까 민아 물 줄까 어 민아 물 줄까 자전거 안 될 때는 와서 더우면 근데 오늘 야구 할 때도 있어야 되는 거 아니야 야구 할 때도 써야 되는 거 아니야",5,3
0,446,2019년 10월 26일,모든 시스템 업데이트를 했으나 ssg는 앱종료되며 정상적인 실행에 실패합니다,1,2
0,447,2019년 10월 26일,설치도 안되고........,1,
0,448,2019년 10월 22일,앙기모찌,5,
0,449,2019년 10월 18일,"캐쉬 받지 못했는데 언제,어떻게 받게되나요?",5,
0,450,2019년 10월 16일,"별하나도 아까워요. 너무 욕심부려서 이것저것 다 연계시켜서 매출 올리려다보니, 트레이더스이든.이마트든 다 불안정하고 다 검색되는거 너무 정신없고 불편. 안쓰렵니다.",1,2
0,451,2019년 10월 15일,아니 복잡한 앱도 아니고 그냥 쇼핑앱인데 대체 결제랑 장바구니 왜이렇게 에러 많이 나고 로딩이 길어요?; 결제단에서 이렇게 오류나면 당연히 구매 이탈률 일어나는거 아닙니까? 모바일홈페이지도 이래서 어플 다운받았는데 진짜 겁나심하네요 2019년에 이런 어플 처음봄;; 장바구니 버튼 누르고 페이지 뜨기까지 로딩 정확히 55초 걸림;;;; 주문버튼은 안먹어요;; 와 이런 앱이 ㅋㅋㅋㅋ 어플 담당 부서 진짜 양심없는 수준아닙니까 회사 매출을 이렇게 깎아먹네ㅋㅋ 접점별 고객 이탈률 분석좀 해보세요 제발,1,133
0,452,2019년 10월 14일,"너무 너무 짜증나고,,앱의 질이 너무 떨어져서,장보다 신경질 나고....카드사에서도 문제없다.ssg고객센터에서도 문제없다는데.. 결제가 안됨..서로 미루고 난리... 앱 지웠다 깔았다..정말 신경질 너무나서.. 이제,다시 않씀",1,9
0,453,2019년 10월 14일,뭘 사라는건지 말라는건지. 계속 로딩만 오지게 뜨고 다음 페이지로 넘어가지를 않음. 계속 결제진행 중이라는 창과 네크워트 지연이라는 창만 뜸;; 다른 건 잘만 되는데 이것만 그럼. 다시는 절대 못 쓸 것 같은 앱,1,8
0,454,2019년 10월 12일,왜이러케 느려요,2,
0,455,2019년 10월 11일,앱에 여러 마켓이 통합되면서 점점 무거워지는지 너무 느리고 오류가 자주납니다. 새벽배송 추가되고 더 심해진 것 같네요. 장바구니 이후로 진행이 안되서 구매를 할 수가 없네요,2,43
0,456,2019년 10월 3일,쓱 앱을 열어놓고 다른 앱을 쓰다가 다시 사용하려고하면 쓱 앱이 리부팅되는 현상이 빈번히 일어납니다. 요거 요거 해결 부탁드려요.,3,25
0,457,2019년 10월 3일,매우참좋아요,5,
0,458,2019년 10월 2일,신세계포인트 전환할때 pass창에서 확인누르는 버튼이 없어요;;,1,7
0,459,2019년 9월 30일,상품 오배송 시 사진첨부 등 사용성 불량함,1,7
0,460,2019년 9월 29일,어플에 대해 처음 평가 남깁니다. 역대 최악입니다... 인증 인증 인증 설정하지도 않은 결제비번 쓰라하고 무엇을 상상 하든 인증과 설정하지도 않았던 비번 쳐야돼서 다시 인증하고 비번 설정하고 다시 하고의 반복 입니다. 끝났다 생각 할때 그때가 시작에 불과합니다. 첫 구매시라면 영화한편 보면서 하시던가 담배 여러개 준비하시고 하세요,1,62
0,461,2019년 9월 29일,"복숭아 최악. 벌레 먹은거 잔뜩 들어있고, 싱싱한거 보내달라고 요구했는데 배신감까지 느껴진다. 복숭아 하나 자르고 기어다니는 벌레에 질겁했다. 배달은 정확해서 좋았는데 품질은 최악이었다. 신선제품은 될 수 있으면 사지 않는 것이 팁!",1,2
0,462,2019년 9월 29일,카카오 페이지 때문에 설치하고 구매했는데 안주네요 사기당한건가요?,1,2
0,463,2019년 9월 27일,"앱 안정성이 너무 떨어져요. 네트워크 연결도 그렇고 포인트 사용, 결제 등 제대로 되질않아 몇번째 지우고 깔고 하고있어요.",1,39
0,464,2019년 9월 26일,추석이라 과일세트시켰는데 다 썩은걸 보내주고 반품도 일주일걸리네요 좀 제대로 하세여,1,
0,465,2019년 9월 24일,쿠폰 많이 주이소,5,
0,466,2019년 9월 23일,최악의 어플이다...광고 그렇게 때리면 뭐하냐 어플에서 주문이 어려운데....,1,9
0,467,2019년 9월 23일,결제할때 상품권 전환하려고 ssg money 전환하기 누르는데 계속 흰색창만 뜨고 뭐가 없네요ㅡㅡ 해결방법좀요,1,15
0,468,2019년 9월 23일,.9910? 6),5,
0,469,2019년 9월 23일,괜찮은듯요,5,
0,470,2019년 9월 23일,오류에 지방은 오지도 않고~ 고객센터는 매크로 답변 ㅋㅋ 그냥 안써요ㅎ,1,18
0,471,2019년 9월 23일,이런어플.. 네트워크오류는 5초에한번씩뜨고 검색열번해야 한번제대로나오고 승질드러워질것같아요.,1,39
0,472,2019년 9월 23일,나쁜놈들,1,
0,473,2019년 9월 23일,뭐 쿠폰 준다길래 살 것 있어서 들어갔더니 쿠폰 적용 도대체 뭐에 되는 거죠???? 1시간 동안 찾는데 검색은 되지도 않고기껏 찾아서 결제할랬더니 쿠폰 적용은 안되고 걍 내 돈 내고 살랬더니 일시품절... 하 이럴거면 매장 가서 사는게 더 이득인것 같은데 쿠폰 준다는 말로 현혹하지말고 앞으로는 이 어플이나 ssg는 절대 이용 안하겠습니다 차라리 네이버쇼핑이 훨씬 편리하고 낫네요,1,65
0,474,2019년 9월 22일,이벤트 사기,1,
0,475,2019년 9월 21일,쓱배송 편하고 좋아요~,5,7
0,476,2019년 9월 20일,쓱배송이있어서 넘편해요,5,5
0,477,2019년 9월 20일,편리하게 잘 쓰고있어요~,5,
0,478,2019년 9월 19일,모든쇼핑을 한군데에서 할수있어 좋은듯,4,4
0,479,2019년 9월 19일,잘괴어잇습니다.,5,
0,480,2019년 9월 17일,배송약속한날 그시간전후로 엄청난 비가 쏟아부었는데....사고날까봐 배송기사 운전걱정했어요~ 정확하게 아주 잘배송받았습니다.제품받으며 활짝 웃었어요.감사합니다. 제품은 내가선택한 사양대로 시원하고까실한 느낌이며 몸에 붙지않고 여름에사용하기딱좋아요. 사이즈 품질 완전 좋았어요. 주위친구랑추천해서 같이주문했는데 탁월한선택 강추입니다.,5,15
0,481,2019년 9월 16일,짱,5,
0,482,2019년 9월 16일,시인성이 떨어지네요 품목도 심플하구요,2,4
0,483,2019년 9월 15일,결제하는데 오류가 엄청나게 나네요. 다시는 안 씁니다.,1,37
0,484,2019년 9월 14일,새벽배송 좋아요~~,5,1
0,485,2019년 9월 13일,쇼핑몰 카테고리가 엄청 정리 잘대어잇구요 md픽업이 아주 잘대어있어요,5,
0,486,2019년 9월 12일,싸요 ㅎㅎ,4,
0,487,2019년 9월 11일,아이폰에선 무리없이 사용했는데 안드로이드 어플에선 장바구니 로딩하는데 시간이 너무 많이 걸려요.. 인내심에 한계오고 뭐 하나 삭제하고 변경하는건 너무 힘듦;;,2,52
0,488,2019년 9월 10일,틈 지776ㄷ94,3,
0,489,2019년 9월 10일,이마트 트레이더스 신세계 앱 따로 깔필요 없이 이거 하나면 되요 ㅋ 쪼아요,5,2
0,490,2019년 9월 9일,ff,4,
0,491,2019년 9월 9일,전자상품 할인이 좋음,4,10
0,492,2019년 9월 9일,할인이 팍팍!,3,2
0,493,2019년 9월 8일,좋아요.,5,1
0,494,2019년 9월 7일,good! :) 너무 편리하고 좋아요. 신세계는 사랑입니다♡♡♡♡♡♡♡,5,18
0,495,2019년 9월 5일,"결제 도중 멈추어 결제 진행이 안됨. 결제완료, 앱실행 눌러도 실행불가. 삭제후 재설치 하면됨. 짜증",3,13
0,496,2019년 9월 3일,와 이렇게 불편한 UX앱은 처음봐욬ㅋㅋㅋㅋ,1,7
0,497,2019년 9월 1일,새벽배송 우유터져와서 다젖고 난리났어요 고객센터 답도없네요,1,11
0,498,2019년 8월 31일,즣아요,5,
0,499,2019년 8월 29일,상품도 많고 배송빠르고 저렴해요 ㅋㅋ 통합검색기능 편리하지만 어플 UI는 개선되었으면 좋겠어요 ㅋㅋ,5,6
0,500,2019년 8월 23일,쓱해요. 스퀘어,5,
0,501,2019년 8월 22일,쉽고 편리하게 이용작동법이 간단했으면 했는데 조금 아쉬움이 남네요. 소비자와 더좋은 소통 방법이 개발되기를.......,4,34
0,502,2019년 8월 22일,ㄱ4ㄱㅂ닠닌,3,
0,503,2019년 8월 21일,-100 결재시 오류가계속떠서 (세션만료 창) 상담원이 계속 지웠다 깔고 지웠다 깔라구 함,1,35
0,504,2019년 8월 20일,아사히 이벤트 실화냐?? 앱부터 삭제하고 안갈란다,1,8
0,505,2019년 8월 19일,짱좋아요,5,
0,506,2019년 8월 17일,로켓프레시 쓰다가 넘어왔어요 아직까지는 만족하고있고 이마트상품도 같이 구매할수 있어서 좋아요!!!^^,5,24
0,507,2019년 8월 13일,회원가입시 20%할인쿠폰이 있다고해서 가입하고 다운받았는데 적용이 안되서 콜센터에 문의하니 마진률에따라 쿠폰은 다르게 적용된다는데 그런건 미리 공지해야지 않나요 낚시도 아니고... 개인 쇼핑몰도 안하는 짓을 ssg에서 할줄은 몰랐네요 회원가입한 시간이 아깝지만 굳이 탈퇴합니다 이미지가 저렴해지는 순간이네요 시간내서 회원가입해준 고객을 상대로 이런 장난이라니 차라리 할인 마진 금액을 정하던가 쓰윽 ~ 야비하네요,1,218
0,508,2019년 8월 13일,잘 사용하고 있습니다,5,
0,509,2019년 8월 12일,아이디를 만들어도 회원가입+로그인이 안됨,1,18
0,510,2019년 8월 10일,편해요,5,
0,511,2019년 8월 9일,굿,5,
0,512,2019년 8월 8일,좋음요. 할인받고 제시간에 배송오고. 신선하고 빠르고요. 포인트 매장에서 쓰는 것보다 사용이 편해요,5,131
0,513,2019년 8월 8일,홀 로로롤ㄹ,1,
0,514,2019년 8월 7일,굿,5,
0,515,2019년 8월 6일,아이디비밀번호찾기부터가 멍청함 한국은 법이 문제인듯 하지만 당신네들도 해결하려해야지,1,1
0,516,2019년 7월 28일,"ㆍㄴㅊㅅ.ㅏ .ㅅ.ㅈㅎㅈ.ㅅ.ㅅ.ㅅㄱ지ㅣㅈ,ㅅㄷㄷ ㄷㅅㄷㅎㅈㅊㅈ ㄷ",3,7
0,517,2019년 7월 27일,앱만 깔게하고...배송지역은 서울 일부. 열받아서 앱삭제 합니다. 그냥 쿠팡이 낫겠어요. 지역을 그리 좁게 잡고 보냉백 새벽배송 홍보만 대대적으로 하면 어째요. 일부지역만 시범운영이라고 지역 명기도 해야지요.,1,100
0,518,2019년 7월 27일,매번잘오다가 오늘은 예약시간보다 1시간30분 늦춰쳐서 배송된다고 연락이 왓는데 늦춰진시간에도 도착을 안하고 하염없이 기다렷네요~ 나가야하는데 나가지도 못햇어요ㅠㅠ,2,101
0,519,2019년 7월 25일,상품평 등록 누르면 앱 강제종료됨!!!,1,23
0,520,2019년 7월 24일,그닥쓰지않음,2,
0,521,2019년 7월 24일,너무잘이용하고있습니다 감사합니다^^,5,1
0,522,2019년 7월 23일,"쓱배송은 정말 추천할만한데, 점포상품이 쓱배송과 택배로 구분되어지니 고건 개선해야할듯",5,89
0,523,2019년 7월 22일,업데이트도 안되고 지웠다 깔아도 안되고 뭐하자는거니?,1,4
0,524,2019년 7월 21일,보안문제아니면 강제 업데이트 좀 하지맙시다,1,17
0,525,2019년 7월 19일,운배눈가팬,5,
0,526,2019년 7월 18일,상담사서비스처리가 너무나미흡..한달넘도록 간단한일해결도못함 다신쓰고싶지않은앱,1,23
0,527,2019년 7월 17일,신선한제품감사합니다,5,
0,528,2019년 7월 17일,쿠폰 있는데 적용이 안됨 ㅋㅋㅋ 고객센터에 문의해봤더니 너무나 당당하게 자기네들도 왜그러는지 모르겠대 ㅋㅋㅋㅋㅋㅋ 자기네들도 가끔 안떠서 사용못한데 ㅋㅋㅋㅋㅋ이런 거지같은 슥ㅋㅋㅋㅋㅋㅋㅋ하 진쨔 못쓰겄다 ㅋㅋㅋㅋ,1,20
0,529,2019년 7월 15일,좋아요 근데 똑같은 상품이 많아서 뭔가 정리가 좀 되면 더 좋을것같아요,5,11
0,530,2019년 7월 7일,제품은 좋은데 광고가 인터넷볼때 자주켜지고 불편해요 유투브 시청할때도 광고로끊기고 광고삭제하고싶다,2,9
0,531,2019년 7월 7일,흥덕점 배송이 매번 1시간30분씩 늦어서 짜증나요... 기사분들이 원인이 아니라 물건 담는분들이 게으름 피워서 10시부터 배송나가야할것을 11시30분에 배송나간데요.. 일하는분들 교육이 필요한것 같네요,1,3
0,532,2019년 7월 7일,좋아요.,3,1
0,533,2019년 7월 4일,스크롤이 이상해요,1,2
0,534,2019년 7월 4일,쇼핑이 편리하네요,5,1
0,535,2019년 7월 2일,예상보다 사용빈도가 낮네요,2,
0,536,2019년 6월 28일,광고 오지게 뜨네,1,1
0,537,2019년 6월 26일,최악중에 최악 스팸도 이정도는 아닐거다 완전 악성 얼플... 역시 삼성가는이라는 말만 나오게 만듬,1,39
0,538,2019년 6월 13일,매우 만족합니다~^^,5,6
